id,profileName,profileData,make,model,equipment_type
18003,"LYONS,Matt White - 8182","{""quote_id"":"""",""last_tab"":""2"",""profileName"":""LYONS,Matt White - 8182"",""cmbMake"":""White"",""cmbModel"":""8182"",""cmbModelYear"":""2005"",""cmbFrame"":""Forward Fold"",""cmbDriveSys"":""Ground Drive"",""txtMonitor"":""Dickey-John"",""cmbMeterType"":""Pos+ Air White"",""cmbMeterDrive"":""Chain"",""HopperCenFill"":""1.6 Bu."",""DownforceSystem"":""R"",""cmbRowConfiguration"":""12"",""cmbRowSpacing"":""30\"""",""txtRows"":""12"",""txtRegArmRow"":""12"",""txtLongArmRow"":"""",""txt20PA"":"""",""txt24PA"":"""",""cmbRCMake"":"""",""cmbRCModel"":"""",""cmbFloater"":"""",""cmbCoulterType"":"""",""cmbCoulterType_other"":"""",""cmbTractorMake"":"""",""cmbTractorModel"":"""",""cmbGPSMake"":"""",""cmbGPSModel"":"""",""cmbGPSAccuracy"":"""",""cmbRadar"":""""}",White,8182,Planter
17989,Case IH - 1210,"{""quote_id"":"""",""last_tab"":""6"",""profileName"":""Case IH - 1210"",""cmbMake"":""Case IH"",""cmbModel"":""1210"",""cmbModelYear"":""2010"",""cmbFrame"":""Rigid Mount"",""cmbDriveSys"":""Ground Drive"",""txtMonitor"":""Dickey John/Early Riser"",""cmbMeterType"":""Vac-CNH"",""cmbMeterDrive"":""Chain"",""HopperCenFill"":""1.6 Bu."",""DownforceSystem"":""O"",""cmbRowConfiguration"":""8"",""cmbRowSpacing"":""30\"""",""txtRows"":""8"",""txtRegArmRow"":""8"",""txtLongArmRow"":"""",""txt20PA"":"""",""txt24PA"":"""",""cmbRCMake"":""None"",""cmbRCModel"":""None"",""cmbFloater"":""None"",""cmbCoulterType"":"""",""cmbCoulterType_other"":"""",""mcOpts"":""3"",""cmbTractorMake"":""Case IH"",""cmbTractorModel"":""305"",""cmbGPSMake"":""Trimble"",""cmbGPSModel"":""FMX"",""cmbGPSAccuracy"":""RTK"",""cmbRadar"":""Case MX & STX""}",Case IH,1210,Planter
17982,White - 9816,"{""quote_id"":""86182"",""last_tab"":""0"",""customer_id"":""150603"",""profileName"":""White - 9816"",""orig_profileName"":""White - 9816"",""saveAs"":"""",""cmbMake"":""White"",""cmbModel"":""9816"",""cmbModelYear"":""2016"",""cmbFrame"":""Front Fold NT"",""cmbDriveSys"":""Hydraulic"",""txtMonitor"":""GTA"",""cmbMeterType"":""Pos+ Air White"",""cmbMeterDrive"":""Chain"",""HopperCenFill"":""Mini"",""DownforceSystem"":""Q"",""cmbRowConfiguration"":""16"",""cmbRowSpacing"":""30\"""",""txtRows"":""16"",""txtRegArmRow"":""16"",""txtLongArmRow"":"""",""txt20PA"":"""",""txt24PA"":"""",""cmbRCMake"":""None"",""cmbRCModel"":""None"",""cmbFloater"":""None"",""cmbCoulterType"":"""",""cmbCoulterType_other"":"""",""mcOpts"":""2"",""ClutchBrand"":""White"",""ClutchSections"":""16"",""VRBrand"":""White"",""VRMotors"":""2"",""cmbTractorMake"":""Agco"",""cmbTractorModel"":""225"",""cmbGPSMake"":""Trimble"",""cmbGPSModel"":""FMX"",""cmbGPSAccuracy"":""RTK"",""cmbRadar"":""Dickey-John""}",White,9816,Planter
17975,White - 9106,"{""quote_id"":"""",""last_tab"":""6"",""customer_id"":""12537"",""profileName"":""White - 9106"",""cmbMake"":""White"",""cmbModel"":""9106"",""cmbModelYear"":""2012"",""cmbFrame"":""Rigid"",""cmbDriveSys"":""Hydraulic"",""txtMonitor"":""Dickey-John"",""cmbMeterType"":""Pos+ Air White"",""cmbMeterDrive"":""Chain"",""HopperCenFill"":""1.6 Bu."",""DownforceSystem"":""R"",""cmbRowConfiguration"":""6"",""cmbRowSpacing"":""30\"""",""txtRows"":""6"",""txtRegArmRow"":""6"",""txtLongArmRow"":"""",""txt20PA"":"""",""txt24PA"":"""",""cmbRCMake"":""Yetter"",""cmbRCModel"":""2967-035(JD7000, White)"",""cmbFloater"":""1.75\"" (4 Bolt)"",""cmbCoulterType"":"""",""cmbCoulterType_other"":"""",""mcOpts"":""2"",""ClutchBrand"":""AgLeader SureStop"",""ClutchSections"":""6"",""VRBrand"":""Precision Planting"",""VRMotors"":""1"",""cmbTractorMake"":""New Holland"",""cmbTractorModel"":""245"",""cmbGPSMake"":""Hemisphere"",""cmbGPSModel"":""A100"",""cmbGPSAccuracy"":""Waas"",""cmbRadar"":""Dickey-John""}",White,9106,Planter
17960,White - 8524- Oaklane,"{""quote_id"":"""",""last_tab"":""6"",""profileName"":""White - 8524- Oaklane"",""cmbMake"":""White"",""cmbModel"":""8524"",""cmbModelYear"":""2012"",""cmbFrame"":""Front Fold"",""cmbDriveSys"":""Ground Drive"",""txtMonitor"":""Dickey-John"",""cmbMeterType"":""Pos+ Air White"",""cmbMeterDrive"":""Chain"",""HopperCenFill"":""Mini"",""DownforceSystem"":""Q"",""cmbRowConfiguration"":""24"",""cmbRowSpacing"":""20\"""",""txtRows"":""24"",""txtRegArmRow"":""24"",""txtLongArmRow"":"""",""txt20PA"":"""",""txt24PA"":"""",""cmbRCMake"":"""",""cmbRCModel"":"""",""cmbFloater"":"""",""cmbCoulterType"":"""",""cmbCoulterType_other"":"""",""cmbTractorMake"":"""",""cmbTractorModel"":"""",""cmbGPSMake"":"""",""cmbGPSModel"":"""",""cmbGPSAccuracy"":"""",""cmbRadar"":"""",""chkSeedSense"":""1""}",White,8524,Planter
17956,MARC PATENAUDE Kinze - 2200,"{""quote_id"":"""",""last_tab"":""1"",""customer_id"":""261"",""profileName"":""MARC PATENAUDE Kinze - 2200"",""orig_profileName"":""MARC PATENAUDE Kinze - 2200"",""saveAs"":"""",""cmbMake"":""Kinze"",""cmbModel"":""2000"",""cmbModelYear"":""2002"",""cmbFrame"":""2 tube tongue"",""cmbDriveSys"":""Ground Drive"",""txtMonitor"":""Dickey-John"",""cmbMeterType"":""Finger-Kinze"",""cmbMeterDrive"":""Chain"",""HopperCenFill"":""1.6 Bu."",""DownforceSystem"":""K"",""cmbRowConfiguration"":""12"",""cmbRowSpacing"":""30\"""",""txtRows"":""12"",""txtRegArmRow"":""12"",""txtLongArmRow"":"""",""txt20PA"":"""",""txt24PA"":"""",""cmbRCMake"":""None"",""cmbRCModel"":""None"",""cmbFloater"":""None"",""cmbCoulterType"":"""",""cmbCoulterType_other"":"""",""mcOpts"":""3"",""cmbTractorMake"":""John Deere"",""cmbTractorModel"":""7810"",""cmbGPSMake"":""None"",""cmbGPSModel"":""None"",""cmbGPSAccuracy"":""None"",""cmbRadar"":""Case MX & STX""}",Kinze,2000,Planter
17902,SCOTT FORNEY White - 8824,"{""quote_id"":""85832"",""last_tab"":""0"",""customer_id"":""261"",""profileName"":""SCOTT FORNEY White - 8824"",""orig_profileName"":""SCOTT FORNEY White - 8824"",""saveAs"":"""",""cmbMake"":""White"",""cmbModel"":""8824"",""cmbModelYear"":""2009"",""cmbFrame"":""Front Fold NT"",""cmbDriveSys"":""Hydraulic"",""txtMonitor"":""SM400SE"",""cmbMeterType"":""Pos+ Air White"",""cmbMeterDrive"":""Chain"",""HopperCenFill"":""Mini"",""DownforceSystem"":""R"",""cmbRowConfiguration"":""24"",""cmbRowSpacing"":""30\"""",""txtRows"":""24"",""txtRegArmRow"":""24"",""txtLongArmRow"":"""",""txt20PA"":"""",""txt24PA"":"""",""cmbRCMake"":""None"",""cmbRCModel"":""None"",""cmbFloater"":""None"",""cmbCoulterType"":"""",""cmbCoulterType_other"":"""",""mcOpts"":""2"",""ClutchBrand"":""TruCount Pneumatic"",""ClutchSections"":""24"",""VRBrand"":""White"",""VRMotors"":""2"",""cmbTractorMake"":""Case IH"",""cmbTractorModel"":""240"",""cmbGPSMake"":""None"",""cmbGPSModel"":""None"",""cmbGPSAccuracy"":""None"",""cmbRadar"":""Case MX & STX""}",White,8824,Planter
17890,John Deere - DB66,"{""quote_id"":"""",""last_tab"":""6"",""profileName"":""John Deere - DB66"",""cmbMake"":""John Deere"",""cmbModel"":""DB66"",""meFive"":""1"",""cmbModelYear"":""2014"",""cmbFrame"":""DB66"",""cmbDriveSys"":""Hydraulic"",""txtMonitor"":""SeedStar"",""cmbMeterType"":""Vac-vSet"",""cmbMeterDrive"":""ProShaft"",""HopperCenFill"":""Mini"",""DownforceSystem"":""H"",""cmbRowConfiguration"":""36"",""cmbRowSpacing"":""20\"""",""txtRows"":""36"",""txtRegArmRow"":""36"",""txtLongArmRow"":"""",""txt20PA"":"""",""txt24PA"":"""",""cmbRCMake"":""None"",""cmbRCModel"":""None"",""cmbFloater"":""None"",""cmbCoulterType"":"""",""cmbCoulterType_other"":"""",""mcOpts"":""3"",""VRBrand"":"""",""VRMotors"":"""",""cmbTractorMake"":"""",""cmbTractorModel"":"""",""cmbGPSMake"":"""",""cmbGPSModel"":"""",""cmbGPSAccuracy"":"""",""cmbRadar"":"""",""chkSeedSense"":""1"",""chkvSet"":""1"",""chkSRM"":""1"",""chkvDrive"":""1"",""chkDeltaForce"":""1""}",John Deere,DB66,Planter
17740,Patzoldt - 9186,"{""quote_id"":""85140"",""last_tab"":""4"",""customer_id"":""1087"",""profileName"":""Patzoldt - 9186"",""orig_profileName"":""Patzoldt - 9186"",""saveAs"":"""",""cmbMake"":""White"",""cmbModel"":""9186"",""cmbModelYear"":""2015"",""cmbFrame"":""Forward Fold"",""cmbDriveSys"":""Ground Drive"",""txtMonitor"":""GTA"",""cmbMeterType"":""Pos+ Air White"",""cmbMeterDrive"":""Chain"",""HopperCenFill"":""Mini"",""DownforceSystem"":""Q"",""cmbRowConfiguration"":""16"",""cmbRowSpacing"":""30\"""",""txtRows"":""16"",""txtRegArmRow"":""16"",""txtLongArmRow"":"""",""txt20PA"":"""",""txt24PA"":"""",""cmbRCMake"":""None"",""cmbRCModel"":""None"",""cmbFloater"":""None"",""cmbCoulterType"":"""",""cmbCoulterType_other"":"""",""mcOpts"":""2"",""ClutchBrand"":""TruCount Pneumatic"",""ClutchSections"":""16"",""cmbTractorMake"":""Case IH"",""cmbTractorModel"":""245"",""cmbGPSMake"":""CaseIH"",""cmbGPSModel"":""FM1000"",""cmbGPSAccuracy"":""Waas"",""cmbRadar"":""Case MX & STX""}",White,9186,Planter
17717,Kinze - 3700,"{""quote_id"":"""",""last_tab"":""6"",""customer_id"":""14018"",""profileName"":""Kinze - 3700"",""orig_profileName"":""Kinze - 3700"",""saveAs"":"""",""cmbMake"":""Kinze"",""cmbModel"":""2700"",""cmbModelYear"":""1996"",""cmbFrame"":""Front Fold"",""cmbDriveSys"":""Ground Drive"",""txtMonitor"":""KPM III"",""cmbMeterType"":""Finger-Kinze"",""cmbMeterDrive"":""Chain"",""HopperCenFill"":""1.6 Bu."",""DownforceSystem"":""K"",""cmbRowConfiguration"":""24"",""cmbRowSpacing"":""30\"""",""txtRows"":""24"",""txtRegArmRow"":""24"",""txtLongArmRow"":"""",""txt20PA"":"""",""txt24PA"":"""",""cmbRCMake"":""None"",""cmbRCModel"":""None"",""cmbFloater"":""None"",""cmbCoulterType"":"""",""cmbCoulterType_other"":"""",""mcOpts"":""2"",""ClutchBrand"":""TruCount Pneumatic"",""ClutchSections"":""24"",""cmbTractorMake"":""John Deere"",""cmbTractorModel"":""8300"",""cmbGPSMake"":""John Deere"",""cmbGPSModel"":""StarFire 3000"",""cmbGPSAccuracy"":""SF1"",""cmbRadar"":""John Deere 00, 10 or 20 Series"",""chkSeedSense"":""1"",""chkRowFlow"":""1"",""chkFieldView"":""1"",""chkFirmers"":""1""}",Kinze,2700,Planter
17701,John Deere - JD1785,"{""quote_id"":"""",""last_tab"":""6"",""customer_id"":""192951"",""profileName"":""John Deere - JD1785"",""cmbMake"":""John Deere"",""cmbModel"":""JD1785"",""cmbModelYear"":""2016"",""cmbFrame"":""30ft Front Fold"",""cmbDriveSys"":""Ground Drive"",""txtMonitor"":""SeedStar"",""cmbMeterType"":""Finger-JD"",""cmbMeterDrive"":""Chain"",""HopperCenFill"":""1.6 Bu."",""DownforceSystem"":""E"",""cmbRowConfiguration"":""12"",""cmbRowSpacing"":""30\"""",""txtRows"":""12"",""txtRegArmRow"":""12"",""txtLongArmRow"":"""",""txt20PA"":"""",""txt24PA"":"""",""cmbRCMake"":"""",""cmbRCModel"":"""",""cmbFloater"":"""",""cmbCoulterType"":"""",""cmbCoulterType_other"":"""",""cmbTractorMake"":"""",""cmbTractorModel"":"""",""cmbGPSMake"":"""",""cmbGPSModel"":"""",""cmbGPSAccuracy"":"""",""cmbRadar"":""""}",John Deere,JD1785,Planter
17598,White - 8108,"{""quote_id"":"""",""last_tab"":""6"",""customer_id"":""26333"",""profileName"":""White - 8108"",""orig_profileName"":""White - 8108"",""saveAs"":"""",""cmbMake"":""White"",""cmbModel"":""8108"",""cmbModelYear"":""2008"",""cmbFrame"":""Rigid"",""cmbDriveSys"":""Hydraulic"",""txtMonitor"":""SM400SE"",""cmbMeterType"":""Pos+ Air White"",""cmbMeterDrive"":""Chain"",""HopperCenFill"":""1.6 Bu."",""DownforceSystem"":""R"",""cmbRowConfiguration"":""8"",""cmbRowSpacing"":""30\"""",""txtRows"":""8"",""txtRegArmRow"":""8"",""txtLongArmRow"":"""",""txt20PA"":"""",""txt24PA"":"""",""cmbRCMake"":""Other"",""cmbRCModel"":""Other"",""cmbFloater"":""None"",""chkFMFertCoulter"":""1"",""cmbCoulterType"":""OptO"",""cmbCoulterType_other"":"""",""mcOpts"":""3"",""VRBrand"":"""",""VRMotors"":"""",""cmbTractorMake"":""Agco"",""cmbTractorModel"":""9785"",""cmbGPSMake"":""Outback"",""cmbGPSModel"":""S^TM"",""cmbGPSAccuracy"":""Omnistar HP"",""cmbRadar"":""Dickey-John"",""chkSeedSense"":""1"",""chkvSet"":""1"",""chkFirmers"":""1""}",White,8108,Planter
17586,White - 8831,"{""quote_id"":""84292"",""last_tab"":""0"",""customer_id"":""132669"",""profileName"":""White - 8831"",""orig_profileName"":""White - 8831"",""saveAs"":"""",""cmbMake"":""White"",""cmbModel"":""8831"",""cmbModelYear"":""2010"",""cmbFrame"":""Front Fold NT"",""cmbDriveSys"":""Hydraulic"",""txtMonitor"":""GTA"",""cmbMeterType"":""Pos+ Air White"",""cmbMeterDrive"":""Chain"",""HopperCenFill"":""3.0 Bu."",""DownforceSystem"":""Q"",""cmbRowConfiguration"":""31"",""cmbRowSpacing"":""15\"""",""txtRows"":""31"",""txtRegArmRow"":""31"",""txtLongArmRow"":"""",""txt20PA"":"""",""txt24PA"":"""",""cmbRCMake"":"""",""cmbRCModel"":"""",""cmbFloater"":"""",""cmbCoulterType"":"""",""cmbCoulterType_other"":"""",""VRBrand"":"""",""VRMotors"":"""",""cmbTractorMake"":"""",""cmbTractorModel"":"""",""cmbGPSMake"":"""",""cmbGPSModel"":"""",""cmbGPSAccuracy"":"""",""cmbRadar"":""""}",White,8831,Planter
17485,minks kinze- 2300,"{""quote_id"":"""",""last_tab"":""6"",""profileName"":""minks kinze- 2300"",""cmbMake"":""Kinze"",""cmbModel"":""2300"",""cmbModelYear"":""2010"",""cmbFrame"":""Twinline"",""cmbDriveSys"":""Ground Drive"",""txtMonitor"":""KPM II"",""cmbMeterType"":"""",""cmbMeterDrive"":""Chain"",""HopperCenFill"":""1.6 Bu."",""DownforceSystem"":""K"",""cmbRowConfiguration"":""16"",""cmbRowSpacing"":""30\"""",""txtRows"":""16"",""txtRegArmRow"":""16"",""txtLongArmRow"":"""",""txt20PA"":"""",""txt24PA"":"""",""cmbRCMake"":""None"",""cmbRCModel"":""None"",""cmbFloater"":""None"",""cmbCoulterType"":"""",""cmbCoulterType_other"":"""",""mcOpts"":""3"",""cmbTractorMake"":""Case IH"",""cmbTractorModel"":""215"",""cmbGPSMake"":""Trimble"",""cmbGPSModel"":""FMX"",""cmbGPSAccuracy"":""Omnistar XP"",""cmbRadar"":""Case MX & STX""}",Kinze,2300,Planter
17476,6r30 JD1755,"{""quote_id"":""83458"",""last_tab"":""0"",""customer_id"":""1457"",""profileName"":""6r30 JD1755"",""orig_profileName"":""6r30 JD1755"",""saveAs"":"""",""cmbMake"":""John Deere"",""cmbModel"":""JD1755"",""cmbModelYear"":""2015"",""cmbFrame"":""Drawn folding tongue < 20"",""cmbDriveSys"":""Ground Drive"",""txtMonitor"":""SeedStar"",""cmbMeterType"":""Finger-JD"",""cmbMeterDrive"":""Chain"",""HopperCenFill"":""1.6 Bu."",""DownforceSystem"":""I"",""cmbRowConfiguration"":""6"",""cmbRowSpacing"":""30\"""",""txtRows"":""6"",""txtRegArmRow"":""6"",""txtLongArmRow"":"""",""txt20PA"":"""",""txt24PA"":"""",""cmbRCMake"":""None"",""cmbRCModel"":""None"",""cmbFloater"":""None"",""cmbCoulterType"":"""",""cmbCoulterType_other"":"""",""cmbTractorMake"":"""",""cmbTractorModel"":"""",""cmbGPSMake"":"""",""cmbGPSModel"":"""",""cmbGPSAccuracy"":"""",""cmbRadar"":""""}",John Deere,JD1755,Planter
17448,Great Plains - YP40,"{""quote_id"":"""",""last_tab"":""0"",""customer_id"":""131174"",""profileName"":""Great Plains - YP40"",""orig_profileName"":""Great Plains - YP40"",""saveAs"":"""",""cmbMake"":""Great Plains"",""cmbModel"":""YP40"",""cmbModelYear"":""2016"",""cmbFrame"":""Dual Frame"",""cmbDriveSys"":""Ground Drive"",""txtMonitor"":""IntelliAg"",""cmbMeterType"":""Pos+ Air Pro"",""cmbMeterDrive"":""Chain"",""HopperCenFill"":""3.0 Bu."",""DownforceSystem"":""P"",""cmbRowConfiguration"":""12"",""cmbRowSpacing"":""38\"""",""txtRows"":""12"",""txtRegArmRow"":""12"",""txtLongArmRow"":"""",""txt20PA"":"""",""txt24PA"":"""",""cmbRCMake"":""None"",""cmbRCModel"":""None"",""cmbFloater"":""None"",""cmbCoulterType"":"""",""cmbCoulterType_other"":"""",""mcOpts"":""3"",""cmbTractorMake"":""John Deere"",""cmbTractorModel"":""8345R"",""cmbGPSMake"":""John Deere"",""cmbGPSModel"":""StarFire 3000"",""cmbGPSAccuracy"":""RTK"",""cmbRadar"":""John Deere 30 or R Series""}",Great Plains,YP40,Planter
17381,John Deere - DB58,"{""quote_id"":""82757"",""last_tab"":""0"",""customer_id"":""1087"",""profileName"":""John Deere - DB58"",""orig_profileName"":""John Deere - DB58"",""saveAs"":"""",""cmbMake"":""John Deere"",""cmbModel"":""DB58"",""cmbModelYear"":""2009"",""cmbFrame"":""DB58"",""cmbDriveSys"":""Hydraulic"",""txtMonitor"":""CompuTrak 450"",""cmbMeterType"":""Vac-eSet"",""cmbMeterDrive"":""ProShaft"",""HopperCenFill"":""Mini"",""DownforceSystem"":""J"",""cmbRowConfiguration"":""32"",""cmbRowSpacing"":""30\"""",""txtRows"":""32"",""txtRegArmRow"":""32"",""txtLongArmRow"":"""",""txt20PA"":"""",""txt24PA"":"""",""cmbRCMake"":""None"",""cmbRCModel"":""None"",""cmbFloater"":""None"",""cmbCoulterType"":"""",""cmbCoulterType_other"":"""",""mcOpts"":""2"",""ClutchBrand"":""John Deere"",""ClutchSections"":""32"",""VRBrand"":""John Deere"",""VRMotors"":""3"",""cmbTractorMake"":""Agco"",""cmbTractorModel"":""645B"",""cmbGPSMake"":""Trimble"",""cmbGPSModel"":""FMX"",""cmbGPSAccuracy"":""Omnistar XP"",""cmbRadar"":""Raven 3 Pin"",""chkSeedSense"":""1"",""chkRowFlow"":""1"",""chkeSet"":""1""}",John Deere,DB58,Planter
17317,Kinze - 3140,"{""quote_id"":""82384"",""last_tab"":""6"",""customer_id"":""33350"",""profileName"":""Kinze - 3140"",""orig_profileName"":""Kinze - 3140"",""saveAs"":"""",""cmbMake"":""Kinze"",""cmbModel"":""3140"",""cmbModelYear"":""2014"",""cmbFrame"":""Stack Fold"",""cmbDriveSys"":""Ground Drive"",""txtMonitor"":""AgLeader"",""cmbMeterType"":"""",""cmbMeterDrive"":""Chain"",""HopperCenFill"":""3.0 Bu."",""DownforceSystem"":""K"",""cmbRowConfiguration"":""16"",""cmbRowSpacing"":""Twin"",""txtRows"":""16"",""txtRegArmRow"":""16"",""txtLongArmRow"":"""",""txt20PA"":"""",""txt24PA"":"""",""cmbRCMake"":""Martin"",""cmbRCModel"":""C125MTS-IH"",""cmbFloater"":""1.75\"" (4 Bolt)"",""cmbCoulterType"":"""",""cmbCoulterType_other"":"""",""cmbTractorMake"":""Case IH"",""cmbTractorModel"":""285"",""cmbGPSMake"":""CaseIH"",""cmbGPSModel"":""FM1000"",""cmbGPSAccuracy"":""RTK"",""cmbRadar"":""Dickey-John""}",Kinze,3140,Planter
17246,White - 8186,"{""quote_id"":""81845"",""last_tab"":""0"",""customer_id"":""158758"",""profileName"":""White - 8186"",""orig_profileName"":""White - 8186"",""saveAs"":"""",""cmbMake"":""White"",""cmbModel"":""8186"",""cmbModelYear"":""2005"",""cmbFrame"":""Forward Fold"",""cmbDriveSys"":""Ground Drive"",""txtMonitor"":""Dickey-John"",""cmbMeterType"":""Pos+ Air White"",""cmbMeterDrive"":""Chain"",""HopperCenFill"":""3.0 Bu."",""DownforceSystem"":""R"",""cmbRowConfiguration"":""16"",""cmbRowSpacing"":""30\"""",""txtRows"":""16"",""txtRegArmRow"":""16"",""txtLongArmRow"":"""",""txt20PA"":"""",""txt24PA"":"""",""cmbRCMake"":""Yetter"",""cmbRCModel"":""2967-035(JD7000, White)"",""cmbFloater"":""None"",""cmbCoulterType"":"""",""cmbCoulterType_other"":"""",""mcOpts"":""1"",""cmbDisconnectBrand"":""TruCount Electric"",""txtDisconnectSections"":""2"",""cmbTractorMake"":""Case IH"",""cmbTractorModel"":""270"",""cmbGPSMake"":""CaseIH"",""cmbGPSModel"":""FM1000"",""cmbGPSAccuracy"":""Omnistar XP"",""cmbRadar"":""Case MX & STX""}",White,8186,Planter
17199,White - 9222,"{""quote_id"":"""",""last_tab"":""0"",""customer_id"":""25093"",""profileName"":""White - 9222"",""orig_profileName"":""White - 9222"",""saveAs"":"""",""cmbMake"":""White"",""cmbModel"":""9222"",""cmbModelYear"":""1976"",""cmbFrame"":""Wing Fold"",""cmbDriveSys"":""Ground Drive"",""txtMonitor"":""C3000"",""cmbMeterType"":""Pos+ Air White"",""cmbMeterDrive"":""Chain"",""HopperCenFill"":""Mini"",""DownforceSystem"":""R"",""cmbRowConfiguration"":""12"",""cmbRowSpacing"":""30\"""",""txtRows"":""12"",""txtRegArmRow"":""12"",""txtLongArmRow"":"""",""txt20PA"":"""",""txt24PA"":"""",""cmbRCMake"":"""",""cmbRCModel"":"""",""cmbFloater"":"""",""cmbCoulterType"":"""",""cmbCoulterType_other"":"""",""mcOpts"":""3"",""cmbTractorMake"":"""",""cmbTractorModel"":"""",""cmbGPSMake"":"""",""cmbGPSModel"":"""",""cmbGPSAccuracy"":"""",""cmbRadar"":""""}",White,9222,Planter
17174,John Deere - JD1765,"{""quote_id"":""85332"",""last_tab"":""6"",""customer_id"":""14062"",""profileName"":""John Deere - JD1765"",""orig_profileName"":""John Deere - JD1765"",""saveAs"":"""",""cmbMake"":""John Deere"",""cmbModel"":""JD1765"",""cmbModelYear"":""2016"",""cmbFrame"":""Wing Fold"",""cmbDriveSys"":""Ground Drive"",""txtMonitor"":""CompuTrak"",""cmbMeterType"":""Vac-JD Flat"",""cmbMeterDrive"":""ProShaft"",""HopperCenFill"":""3.0 Bu."",""DownforceSystem"":""I"",""cmbRowConfiguration"":""12"",""cmbRowSpacing"":""30\"""",""txtRows"":""12"",""txtRegArmRow"":""12"",""txtLongArmRow"":"""",""txt20PA"":"""",""txt24PA"":"""",""cmbRCMake"":""Martin"",""cmbRCModel"":""WA1360BD"",""cmbFloater"":""None"",""cmbCoulterType"":"""",""cmbCoulterType_other"":"""",""mcOpts"":""1"",""cmbDisconnectBrand"":""John Deere"",""txtDisconnectSections"":""2"",""cmbTractorMake"":""John Deere"",""cmbTractorModel"":""8260R"",""cmbGPSMake"":""John Deere"",""cmbGPSModel"":""StarFire ITC"",""cmbGPSAccuracy"":""RTK"",""cmbRadar"":""John Deere 30 or R Series"",""chkSeedSense"":""1"",""chkFirmers"":""1""}",John Deere,JD1765,Planter
17064,John Deere - DB88,"{""quote_id"":""80638"",""last_tab"":""6"",""customer_id"":""179451"",""profileName"":""John Deere - DB88"",""orig_profileName"":""John Deere - DB88"",""saveAs"":"""",""cmbMake"":""John Deere"",""cmbModel"":""DB88"",""cmbModelYear"":""2011"",""cmbFrame"":""DB88"",""cmbDriveSys"":""Hydraulic"",""txtMonitor"":""SeedStar"",""cmbMeterType"":""Vac-JD Flat"",""cmbMeterDrive"":""ProShaft"",""HopperCenFill"":""Mini"",""DownforceSystem"":""I"",""cmbRowConfiguration"":""48"",""cmbRowSpacing"":""22\"""",""txtRows"":""48"",""txtRegArmRow"":""48"",""txtLongArmRow"":"""",""txt20PA"":"""",""txt24PA"":"""",""cmbRCMake"":""None"",""cmbRCModel"":""None"",""cmbFloater"":""None"",""cmbCoulterType"":"""",""cmbCoulterType_other"":"""",""mcOpts"":""3"",""VRBrand"":"""",""VRMotors"":"""",""cmbTractorMake"":""John Deere"",""cmbTractorModel"":""9410R"",""cmbGPSMake"":""John Deere"",""cmbGPSModel"":""StarFire 3000"",""cmbGPSAccuracy"":""RTK"",""cmbRadar"":""John Deere 30 or R Series""}",John Deere,DB88,Planter
16873,White - 8772,"{""quote_id"":"""",""last_tab"":""6"",""profileName"":""White - 8772"",""cmbMake"":""White"",""cmbModel"":""8772"",""cmbModelYear"":""2011"",""cmbFrame"":""3pt Stacker"",""cmbDriveSys"":""Hydraulic"",""txtMonitor"":""GTA"",""cmbMeterType"":""Pos+ Air White"",""cmbMeterDrive"":""Chain"",""HopperCenFill"":""3.0 Bu."",""DownforceSystem"":""Q"",""cmbRowConfiguration"":""12"",""cmbRowSpacing"":""36\"""",""txtRows"":""12"",""txtRegArmRow"":""12"",""txtLongArmRow"":"""",""txt20PA"":"""",""txt24PA"":"""",""cmbRCMake"":"""",""cmbRCModel"":"""",""cmbFloater"":"""",""cmbCoulterType"":"""",""cmbCoulterType_other"":"""",""mcOpts"":""2"",""ClutchBrand"":""White"",""ClutchSections"":""12"",""VRBrand"":""White"",""VRMotors"":""3"",""cmbTractorMake"":""Case IH"",""cmbTractorModel"":""275"",""cmbGPSMake"":""CaseIH"",""cmbGPSModel"":""FM1000"",""cmbGPSAccuracy"":""RTK"",""cmbRadar"":""Case MX & STX"",""chkSeedSense"":""1"",""chkAirForce"":""1"",""chkRowFlow"":""1"",""chkWaveVision"":""1""}",White,8772,Planter
16713,John Deere - DB120,"{""quote_id"":""78272"",""last_tab"":""0"",""customer_id"":""184396"",""profileName"":""John Deere - DB120"",""orig_profileName"":""John Deere - DB120"",""saveAs"":"""",""cmbMake"":""John Deere"",""cmbModel"":""DB120"",""cmbModelYear"":""2008"",""cmbFrame"":""DB120"",""cmbDriveSys"":""Ground Drive"",""txtMonitor"":""SeedStar"",""cmbMeterType"":""Finger-JD"",""cmbMeterDrive"":""Chain"",""HopperCenFill"":""3.0 Bu."",""DownforceSystem"":""J"",""cmbRowConfiguration"":""36"",""cmbRowSpacing"":""30\"""",""txtRows"":""36"",""txtRegArmRow"":""36"",""txtLongArmRow"":"""",""txt20PA"":"""",""txt24PA"":"""",""cmbRCMake"":""Martin"",""cmbRCModel"":""C125MTS-81(White)"",""cmbFloater"":""None (4 Bolt)"",""cmbCoulterType"":"""",""cmbCoulterType_other"":"""",""mcOpts"":""3"",""cmbTractorMake"":""John Deere"",""cmbTractorModel"":""8430"",""cmbGPSMake"":""Raven"",""cmbGPSModel"":""Cruizer"",""cmbGPSAccuracy"":""RTK"",""cmbRadar"":""John Deere 00, 10 or 20 Series""}",John Deere,DB120,Planter
